id,loss
482,4428.298328088328
490,3706.5971218778923
496,2374.56033675059
497,4522.468793716693
508,3168.672956201996
510,1554.973274342007
512,2207.3218207020473
513,3536.598096132897
523,1640.8526813690626
531,4193.517735109636
532,2200.8911048236814
533,1312.9497444253445
537,1180.4075935795736
544,4578.4766657316195
547,2924.5991901492876
556,7474.182880997971
565,1896.2981838055723
566,1297.5912577591916
571,1809.3934587564072
573,1502.0435422023415
574,933.6959576203982
581,1788.331520489099
585,2519.6868703206865
589,2352.8524844261465
597,1824.2280466316377
601,3217.6732559029642
602,1357.6655473880044
613,2082.2116521611915
616,1714.9305078626141
619,2305.4610584912302
622,1979.1543096618495
623,1684.220450128062
629,1533.4033450846769
634,1426.1872096414872
638,990.8159674121912
642,1000.7012525032535
643,1902.3938654416777
645,882.9375161052709
648,8701.255285515463
652,1582.0760202110494
664,1128.7642459311367
666,2032.1052560508397
672,848.0677230484093
676,2052.9106730462954
678,4399.408149943053
682,2204.8837335699627
686,2960.7237638421198
688,2165.3297553227844
689,1231.835184779823
690,1824.1512054828188
692,11232.282282004597
695,1781.3191908786634
697,3709.2566508012887
698,1954.5821567551407
706,3455.2514048524586
708,1417.3174293405357
712,2375.161025817525
715,4164.597321303343
717,1252.431482105616
725,3099.9116002248848
729,1126.7645840079447
737,1407.8383325901077
739,6956.488755868547
747,4892.9857392805
753,2244.4205801080793
758,2016.3949983020534
759,2108.4546480555136
763,1315.0380249693167
773,4350.283969604278
774,2073.1801354578815
776,1849.818706537438
788,3279.2275494705823
790,2892.4222502094567
794,1039.4399475854916
801,3179.3214527645323
802,1555.9271074640815
805,1220.7275303483789
809,4952.483992159242
812,1547.0426967969538
825,2471.9059950164456
828,3109.3862384750078
830,1198.3607237489498
833,1411.3979175910297
850,7454.8039735525235
852,5280.773821357683
862,1921.4208057901822
863,1350.316156295115
864,1580.9276860023247
865,4433.45420694445
868,5762.0965660652455
872,1816.275575933773
879,5870.753433598196
880,1418.3819335595574
883,1509.142050032659
886,1632.4887692192517
923,1920.7585955097725
924,1480.3786294484705
932,1522.5302321965364
945,6140.691620802191
947,6472.373857339919
948,2006.843053510128
955,3430.7752708422177
963,3737.9780422447875
979,1358.8169863346013
989,2405.248954318185
994,2886.3122851043863
995,1863.669148085288
998,1160.7258484414303
1000,4154.018960759895
1018,1541.766189141102
1019,2383.664755016096
1028,2217.6063325720916
1034,1320.421272384787
1038,1411.4981718497525
1040,1499.7451151463242
1042,1362.781800457848
1057,6246.9479009865945
1058,1986.6198681338744
1063,1070.0209083202333
1066,4665.335515312178
1071,4031.132034368491
1073,4204.856173178484
1074,2893.025634332945
1077,3001.211564318538
1080,8805.811527502885
1088,758.3621990562935
1096,1108.2223749662908
1097,16866.760570199236
1105,4734.405681629295
1115,1687.6463760307845
1116,2654.3502164920783
1122,2094.0280985187565
1130,5045.169522152565
1133,1050.152948341644
1137,1897.0148565508523
1140,1550.862666553316
1143,6155.55105277992
1149,5025.433010990385
1150,952.3716303014321
1153,758.6897906145557
1157,804.7924563485884
1180,653.8779135609041
1183,788.3250858520088
1188,1753.355371708629
1193,1284.9585877649283
1200,692.8164587703592
1209,4043.584015904006
1214,1906.1595178746654
1219,1889.4469395403019
1223,6685.53323852729
1227,846.4133666251968
1228,1476.031751641681
1229,4948.635086565216
1233,1135.9699834843177
1238,5700.564219628258
1239,1780.1636706740128
1241,3047.7640195100216
1243,1738.8719934497833
1244,1464.1964379307133
1245,3313.021114623103
1277,3763.3700618890284
1279,2881.8264546850646
1292,10530.201347554514
1293,1274.7418601010297
1299,9659.1949680298
1304,2823.119379772753
1313,3561.42965428637
1328,3108.8826906109853
1330,1004.7828955714167
1334,1495.5124507629837
1335,1200.7864040439695
1336,5981.13070100275
1341,991.8861585520333
1344,1335.2274400688586
1351,1333.2187576711492
1352,2458.394771944101
1354,1486.8601011173564
1368,3741.2770101647357
1373,1509.959937682077
1375,707.5948198066924
1381,1654.0271126139176
1384,4025.2448482439854
1385,4676.666488442353
1388,5882.242299229896
1401,6131.767885991341
1402,2841.447983172896
1404,1536.688688538332
1406,1860.716084021457
1409,1005.1557365635155
1422,1437.966080604868
1429,3028.2637008623237
1433,5013.984179718486
1438,1053.5345930108049
1444,1064.2065346472775
1446,1699.2589287104
1450,1000.3921285567368
1451,793.8743860937486
1454,2149.1912512780764
1458,2139.1578241345264
1461,3524.119270388491
1464,7159.121635210559
1465,1090.4492563620722
1478,3070.4461058452316
1479,1696.1521457820807
1480,2592.076498799141
1484,2032.0572893709368
1486,966.0938563159659
1488,844.2211886724092
1489,2985.28372288284
1491,1068.8467261946619
1507,2581.414635758644
1515,2111.4527351397255
1519,2524.3455244915035
1528,1746.792005489289
1529,1025.0473245522687
1530,3791.673065893087
1532,1003.8586698939058
1541,1861.7774447446177
1542,3849.3876072627977
1547,1301.197699000382
1549,1043.9323026485079
1553,2325.2301406395895
1554,3150.8298052713158
1555,1358.720488228974
1559,1607.0101980921693
1565,2010.6227292736098
1568,1107.9273854991902
1576,3000.3479408301328
1579,991.6477479408538
1592,957.8256917868106
1596,3046.259642186415
1605,892.3479529894986
1607,1436.1958101816576
1612,2100.480834891045
1617,4463.0772617247485
1619,2424.6491953865557
1620,7456.168382805249
1624,3173.7114699228505
1627,1373.3916117844824
1633,2460.485740204212
1636,1548.802042587223
1639,1119.7106229727465
1640,4490.815569230983
1644,1084.2244538517168
1646,1354.4527014396658
1647,2272.9321867672734
1654,1473.639398918409
1655,2829.3041223918344
1664,5013.397795633558
1665,2142.498701899608
1667,4860.221633769178
1669,1269.8721182556283
1678,2493.5492154137964
1682,1995.3635193889465
1689,1214.4439583947049
1690,2917.595002600543
1693,5511.510945016067
1695,950.3228942098857
1705,2150.982701478469
1706,4009.089053289838
1708,2285.193976641652
1716,1986.5580748931052
1720,8425.447217067027
1722,1539.9274481715488
1749,3784.501757263754
1750,2071.0438389579995
1751,5243.486187796718
1760,3747.3493632421773
1763,5093.6202516090425
1770,1456.2918236821458
1777,2051.340731283956
1785,4661.103320564755
1791,1437.1789583166985
1794,3508.246538423675
1800,1258.5377903970239
1816,1287.9383618114884
1817,1195.654343933674
1821,2683.286087363197
1836,1366.8636050883229
1838,1537.3597192258742
1851,2241.227436589599
1852,3412.343353728339
1854,1791.4248262957315
1856,1095.379639433216
1865,790.1821755283626
1872,1176.6993639410014
1878,744.2091619051064
1880,966.7450706914658
1881,1328.427160241083
1882,2441.845538073106
1886,805.8461770474559
1892,1490.2730061509399
1894,2158.5237189949107
1898,2625.492959566641
1899,2725.7934470783125
1902,1263.6060191842748
1903,3100.8797512955393
1906,1141.7525732478055
1910,2324.8260752950064
1911,2415.639252178204
1914,4534.898183299736
1929,2951.305588501069
1932,1504.07629992173
1952,1094.0736128021551
1959,1219.4389720152992
1960,1632.755944534686
1976,3763.513778974822
1980,2713.009520544026
1981,2615.3614713488564
1987,2228.634266871888
1994,1521.6201573806582
2000,794.230188704346
2008,2385.7086034602416
2011,2550.25623161581
2012,4760.487159474228
2019,1845.5315071597925
2022,2996.163125960599
2024,5609.231963429918
2028,939.8911348474254
2030,4284.66433078165
2031,6611.614863394087
2047,1790.3451005081577
2049,646.653867000978
2050,1713.1756409237653
2051,4263.909748958918
2056,2207.01077588606
2057,1611.7343915413048
2059,3050.892651414118
2069,3331.0926202949477
2085,1544.4064485758388
2089,1034.066533345985
2090,1498.33227753478
2101,2651.9808334599757
2114,3249.0544075339903
2115,1235.8256979864052
2118,1568.2034657432089
2119,2152.712309483522
2125,1402.6681092195054
2128,2933.8732220406655
2129,1619.3416204556058
2132,2475.8239593329795
2133,2355.5355057924576
2135,732.6851485573866
2136,1673.9445895244885
2143,1277.2900698984704
2144,1163.6442435291956
2145,2306.888688683639
2152,2542.908974078089
2160,2799.46505030174
2166,1729.1055627353117
2169,1266.7824441722066
2170,1984.4222182389694
2172,1732.5363013969154
2181,1750.6447057106093
2183,1762.6232771136854
2185,2459.903519257275
2188,2610.0170142317947
2189,2311.910565377907
2194,5196.748843290273
2202,1317.5782883289078
2208,3080.62788278874
2227,2257.16706473783
2230,5043.945705090408
2235,2341.7185817462932
2236,1596.9364412047871
2244,7704.804930874924
2248,1202.3537577736492
2252,1373.444353050027
2254,1655.884805972967
2260,4316.390459424973
2263,1636.7958980530036
2274,1724.2625329483767
2277,1025.3997197016156
2279,5127.493146625316
2280,11591.410959020188
2283,2443.8662058574846
2284,735.8544278223784
2288,3283.5666782218373
2292,1982.515975721296
2295,4562.449874573652
2296,1286.3676112935657
2299,2152.0654355394886
2315,5504.337724184186
2318,1645.58631907208
2329,9979.20840635292
2337,1387.2121923311029
2340,1034.6058835134877
2342,1743.9098517823584
2347,2522.689151765303
2349,3851.129153522259
2354,1343.1273016774796
2361,3073.7207947400448
2370,1945.1193621133966
2378,3208.815880663234
2382,3777.529990320367
2387,1468.064426438688
2389,2103.3108818600854
2394,1539.8456976765917
2396,2384.8107037556056
2400,3004.5181477865826
2407,2398.595865092878
2414,1023.394943198823
2415,1717.2911098275238
2421,2134.6947393292216
2427,2535.2467849182976
2428,1971.6843794740103
2430,3580.60048047223
2435,2318.4040155403127
2445,8590.468949647096
2446,1738.9252558762612
2447,1268.1258095802862
2449,1924.7591505224852
2451,1732.195184045957
2458,14008.816828994351
2462,10227.394026619688
2463,2733.967478910458
2467,2474.5916373310274
2471,4808.3798798489115
2475,2677.194772554062
2478,3433.4394435484437
2483,3784.9439864465544
2485,1610.714171977774
2487,1348.0858098963902
2494,869.0053067341394
2497,1611.109212288118
2499,1568.4224325378918
2503,1528.5872389257697
2513,2866.601728460338
2515,1952.985351099863
2522,1816.4305398746997
2523,1353.0743594774783
2528,2908.137109687414
2532,3936.568067274835
2536,1196.9594451541473
2538,1449.782818850437
2539,977.2931831946152
2540,2330.9696352543237
2545,5111.752942255634
2548,1048.435175487112
2549,887.9999280153421
2553,2912.404606892615
2563,1477.9301252395387
2566,2635.7163400138775
2574,1437.3850046427547
2575,2832.864309926669
2584,2493.687852695936
2588,2497.4832761949247
2589,1539.757599798401
2592,2213.3781833888265
2596,1399.4297006576915
2598,1736.9292591053986
2602,913.7347926864517
2603,1598.5257972966458
2607,2120.375035716805
2609,2035.897390614161
2611,4947.244629561829
2627,1472.5816976752783
2628,1776.9074599209507
2630,2837.1054193188
2633,2000.6821308505964
2636,7540.652276039543
2640,953.3799122858084
2641,1135.82131471897
2657,5387.1060837742125
2659,898.4226694878772
2662,1066.9157744509118
2663,1793.624586935159
2667,1991.9136002493453
2670,1118.6833555916849
2682,2089.387518617532
2694,3026.2293467740446
2699,6462.534583188284
2700,2961.24862335781
2703,5078.986902355205
2708,2246.648281844828
2714,841.6855280821377
2725,609.9215146655857
2726,1154.1423658456142
2727,1331.9166376589158
2732,2260.7461350407402
2733,4958.920477434498
2736,6933.217623810854
2745,2637.0702113394395
2760,1268.4152686410832
2764,2374.493248781663
2765,5568.754818998951
2766,601.4932010063507
2775,2959.877713098702
2783,1745.622168990579
2784,1192.5618231100927
2786,3314.701592796645
2801,1147.9903174550948
2803,2285.2250413049546
2813,5219.907778502198
2815,5808.370603544723
2816,1488.5499536289083
2818,4042.60168360251
2819,2451.7805714609467
2822,1176.0962274737408
2825,2122.563691877729
2826,1413.2080807585137
2830,1554.6361760190819
2834,1237.006827371565
2835,5342.147279162672
2856,2451.621601736033
2873,6649.251704736158
2886,4426.898987526932
2892,2773.1438400024367
2896,894.739151647122
2897,1040.8946322693328
2899,2151.97807653322
2901,1159.7072668264113
2909,6013.689263351193
2914,2962.2998350654143
2915,1184.2065778882152
2916,2724.5353532862864
2919,1201.0355931581012
2926,3176.1185120711143
2927,1815.0288974399168
2933,1546.2741392669382
2934,2977.4273466259997
2941,2076.815656911515
2942,1873.819992076613
2946,2472.038030060928
2949,1527.7932909568838
2952,2197.5720153631646
2957,9684.302841222117
2962,1749.5970132440984
2963,895.5329400021255
2965,1763.418897977678
2966,4898.770983406169
2971,2255.254414379407
2975,752.6277203833962
2979,1327.1886706734513
2985,14865.443718044842
2995,1948.1088681030446
2996,1427.4153814738522
3001,2902.6756661252234
3007,1971.9705525582588
3008,894.9310595598606
3014,3420.78990628061
3017,9249.041813278915
3021,1279.9871415736736
3025,2849.6985233316223
3026,1015.9871038386084
3034,2666.5413772938177
3035,2368.178134499619
3044,2677.9540043553725
3046,3710.7483366416927
3047,4948.88175361227
3057,2241.627053944474
3059,5209.802039120491
3063,3847.775591896657
3065,1772.911059742811
3067,2073.790374647871
3069,2096.853419104692
3076,3614.3628567333303
3086,1227.3028032169132
3088,2960.423303890486
3090,1648.9842962365403
3096,2798.932758915373
3100,1153.6138251527132
3102,1863.2770415156403
3103,2299.9962233329293
3107,936.1890133064037
3118,1005.8204237043952
3120,3492.10302237953
3123,1909.9374145538488
3128,1230.244526661048
3132,1456.2494376200418
3140,1426.029968648354
3152,2603.342810190296
3165,2101.6516266136473
3183,1354.8915302175762
3190,976.594511748025
3197,1981.4459979907367
3201,1310.8381374122685
3203,2569.7691022428935
3214,3673.3281607112403
3219,2132.1639282626397
3220,1302.0050215148783
3221,4497.1203416260105
3229,1646.3736394779069
3234,1051.4669973890248
3235,3160.9725441959313
3240,1794.6785060798106
3241,1434.0912490695155
3249,1529.4290244934043
3254,1031.7019069788726
3264,3872.570892981357
3266,2425.0917746927075
3270,1025.9457569573776
3282,2066.0773060851475
3285,1742.7224352364042
3289,1227.746583169761
3291,1546.782456326908
3295,1918.8480286338424
3299,1436.9248511590008
3302,1466.4888958622787
3303,5060.880224547437
3308,3173.8136972883062
3309,4290.6417513902825
3324,2449.7416080668163
3327,5538.5631625347505
3330,3830.139932541548
3335,1446.0043245471577
3339,2341.7781865287966
3340,3580.8005307458966
3343,1307.2370184986576
3350,2368.3048191604944
3353,1561.3971207224286
3356,7452.1098568821335
3361,3461.972922480479
3368,1026.664365130607
3376,1701.994095280403
3381,1149.533898700492
3383,2272.6739451501057
3397,2760.8483164926683
3403,2505.786028521882
3405,2375.758924273637
3410,1339.7866347315157
3412,2734.6216772482358
3416,2673.5075486741885
3417,1428.0767603251886
3423,2752.0118753128736
3427,5908.831118463835
3435,3134.8310705855556
3439,1161.207274227019
3441,2502.2355659679242
3450,1508.5608357162737
3453,1481.975394671611
3454,1356.832483431331
3458,9326.377216709303
3459,1384.1142783617627
3467,3118.866002131078
3469,4604.566228347996
3477,1052.795241733487
3478,9943.061984547005
3482,871.4029768630936
3484,4253.541907391438
3506,2497.025242335154
3515,8838.995003117883
3522,3375.853987363646
3523,1434.6736412834236
3526,1216.558300105278
3532,2278.3714338676464
3534,2033.6055001745194
3537,1161.8024981556268
3539,964.1995823622836
3542,4681.360951936239
3545,1585.8008065714257
3552,2103.4282799403163
3554,1319.2211212279058
3573,2092.6584057803916
3576,1203.9884122972069
3577,2576.298943456991
3580,1557.282379638352
3583,1087.2342541648654
3584,1378.6486207678288
3609,1070.2815543094746
3613,4509.992642384834
3623,1971.8781059330158
3624,3128.2568170475997
3638,7339.002294486127
3642,3454.610696956891
3643,2272.2228498429135
3647,1581.7885793275161
3653,1914.4774671780353
3654,4197.447439633914
3656,1431.6373922506593
3658,887.1062170119666
3659,3846.865879784383
3663,5356.878269745833
3664,2848.8230580573363
3666,815.4092229018104
3681,1551.184519787872
3689,3246.8926143028107
3694,2979.417299226351
3695,1519.7546834086634
3699,1642.5629577968077
3701,2018.7560156913053
3704,4815.364533053058
3721,1342.2524871617388
3726,4107.1195728490175
3727,2177.2476778953287
3729,2934.0395666117556
3731,4092.4217603383877
3738,1355.8054091277572
3740,2564.099422947229
3744,2160.7826994151887
3757,1135.6057632920333
3758,923.4424211207778
3778,1621.680919063292
3781,4069.42604068862
3790,5325.512626381599
3796,1108.8470148751312
3798,7597.797528889114
3804,1157.8390772973567
3813,1217.1318900084195
3814,1029.3075883115323
3815,2795.565223120831
3818,1890.548967660823
3823,2794.2902475001742
3826,6620.420478975349
3831,1489.6910177460034
3834,4513.251045852502
3835,3439.585376574637
3849,2421.0385177965995
3850,2451.4070441733566
3855,3243.186421336849
3864,3004.359598836163
3867,2075.3677144554053
3871,1313.0298438545847
3879,2567.050032901942
3880,2558.238211100866
3882,3582.0958435646744
3884,7880.470379126827
3893,1658.6970892344232
3895,2119.719585496343
3901,3233.234535455107
3903,1042.5834744498015
3913,1625.1943074381602
3921,1941.5895755085376
3929,2860.070725784995
3947,829.3095932501798
3962,2853.3923744976473
3963,887.2094995979554
3966,1637.3376378036087
3975,1929.1437274676628
3976,6747.409515604101
3977,3058.262380582485
3978,1270.1012169486025
3979,852.4770040629799
3983,2143.2690653745667
3985,817.9875308916471
3989,8912.206119640648
3992,1805.711029985198
3995,2178.1006618682386
4008,3066.118638972708
4013,2481.173321721597
4029,2427.0172501001666
4035,3450.8540229989285
4040,3403.1264465015315
4048,912.294530877006
4060,3421.4835756829993
4066,1183.1655891625053
4075,1073.4966926290385
4079,2247.647338067263
4083,1390.0209424335055
4091,1704.6660781218825
4092,6102.99920581054
4093,2978.548150724294
4098,4105.049990402454
4108,1774.5319677529774
4109,894.7830876841117
4110,3162.3000299516107
4116,2023.6054955034813
4129,1744.9914334946827
4130,3629.522057110978
4140,1907.2343486402865
4146,1772.6738566476502
4150,3767.494575201202
4151,6758.262738591533
4153,1668.227505341671
4169,7511.005415094749
4170,2414.911249528854
4179,1984.7379692153852
4183,4804.734170145503
4188,2869.1268762549016
4190,1488.5195572309897
4193,1730.966127912131
4201,7659.750564459623
4205,1348.8801205103603
4210,2333.6745451344887
4226,2407.3634429189383
4229,1750.2687473084122
4241,2726.3870456495474
4242,1317.404532983473
4257,3182.500131215349
4258,667.8450696553306
4260,2382.5324628951344
4263,4399.602112440098
4267,771.3305765766743
4273,3044.9553056924324
4274,2031.97615185067
4277,1197.2989567759064
4281,1883.5122808649216
4283,3961.15311838678
4293,3992.743072640175
4294,1481.7622617291581
4305,4056.05016029957
4307,4634.441570844307
4318,1379.0355341310997
4325,2226.2804673750397
4327,3838.6255807968178
4332,2560.8027984433675
4335,3581.6503795166495
4336,3790.3013122982784
4337,965.1070261655254
4339,4282.60204070356
4343,1368.0748167567958
4346,938.5241985037213
4348,1576.24918821325
4350,3789.5550927924487
4358,2719.0817597343284
4359,2581.247861780703
4363,1989.2129605678203
4366,4338.834557817055
4374,975.4930967637671
4375,1895.6719553889577
4377,1126.9751559980875
4393,2966.8955761897846
4395,3304.867371237819
4400,1147.7353212006074
4402,6763.353611120694
4404,7813.395605224667
4415,2173.234402648102
4418,2489.3014050719285
4422,1437.3874443140046
4430,1341.208546267609
4432,2089.397716127174
4433,1092.028974713019
4435,5370.506471270983
4438,2586.122883320109
4444,1576.213867756866
4447,2057.2621140432684
4451,4717.896077675181
4452,2609.166119234526
4457,1365.011640715536
4459,3754.9177019524927
4469,1756.1102708698218
4471,7538.620001220964
4486,1252.2294866763332
4488,3122.112954596203
4510,1240.60764419062
4515,1286.231336542843
4527,3773.016802942242
4530,1818.8081631873322
4534,814.0807196937151
4535,3640.320775166907
4536,1145.6315549230817
4548,2588.000283365822
4549,1540.632946849291
4551,6393.827348592272
4556,3892.8146500965704
4559,794.7498776097234
4564,1440.761436751819
4570,3483.397008157996
4575,6882.145157403734
4584,3668.3384653385933
4585,2448.673485804531
4591,1662.292195390589
4592,2462.791967585086
4593,1703.3945049980587
4594,1222.2560174034886
4598,1081.335981536384
4607,2401.473811317543
4608,1011.7985087609884
4620,2579.6479443957655
4621,3244.320647706089
4625,2973.8828645934273
4635,2805.054759870877
4638,4350.281954911182
4652,3087.679159160253
4657,2629.2036550687253
4658,1624.28463248304
4666,4575.4875984814325
4672,1678.1623889205111
4676,2212.4479726715185
4680,1253.3553206151603
4681,4609.205885610271
4683,2952.8214513930507
4684,1128.2745084986745
4689,2344.6725214048915
4690,2947.9183839966954
4692,2043.2925974141826
4697,1789.715016217931
4700,2243.5331508946297
4705,12734.005029849566
4721,2087.5971591219404
4726,2267.9536313955196
4729,932.3520281825149
4731,4756.019646669026
4736,2263.6771452553276
4739,1795.2280532802401
4740,1520.6727755638535
4753,968.8398348119163
4754,2194.418800050297
4755,4531.397522376016
4756,987.2620338663352
4759,1721.7640268662556
4764,1738.856704013533
4771,2491.479306312647
4772,2029.6213668081666
4776,970.2028996994795
4780,2771.1472022698586
4784,2302.3441461718517
4786,1258.4581539191615
4787,3145.2911722981735
4789,1382.7540895906145
4794,3113.704547157322
4800,1743.4224875744042
4807,3200.5079268720083
4813,7406.3060643514
4818,2511.8659878434405
4823,8796.767512283275
4824,1826.1747513356447
4829,2632.44139697505
4830,1485.681650137078
4835,2278.7928110101916
4844,1673.6221373083795
4845,1667.5229187726338
4846,2353.42560189556
4847,889.989590460825
4854,2931.085142880465
4857,2547.3101845844726
4861,943.3138039943844
4863,1306.2811239812286
4866,2936.7034651256067
4869,3224.4652325338457
4871,1721.2554041215292
4872,2214.1734525626352
4875,2553.0760294474608
4877,7688.290924586996
4878,918.7293990591669
4885,2683.4514167531925
4886,1241.9269254687674
4888,3663.76090803467
4890,1138.530383424134
4896,1078.4368490406055
4899,2612.9271877770307
4913,734.454832990942
4916,1986.6325749820967
4920,4455.454327733611
4925,2868.865561083495
4934,2264.7952893031274
4941,2415.7921764974094
4946,1709.9684723610076
4954,2744.4115000226507
4956,2199.7889484747116
4958,3990.7026531266756
4965,1113.066884990167
4966,1237.6021927940028
4970,3680.241946013732
4977,2030.2360398647065
4980,2789.6808868487956
4984,2354.606345505328
4995,878.0593239831156
4997,2995.1035565967068
4999,1995.0529454459984
5005,3646.495590341438
5011,1536.7126762843013
5015,2740.8496047023323
5016,2627.9834434757768
5019,2625.128663146567
5024,2085.9628640647966
5030,2009.565948697023
5031,1538.4288777103186
5034,2231.1701890571494
5047,11735.72675285199
5048,1982.7353703870515
5052,1238.5874603203392
5061,2354.2375276293565
5062,12767.267803298064
5067,3623.0228899738963
5068,4717.686198505557
5077,1204.531097954668
5079,1854.298415962766
5090,3064.52078687913
5094,2270.935269060759
5103,1968.1544284286524
5104,945.0574647184033
5106,2598.6293266246594
5107,1909.6926918585878
5110,1320.2029508669182
5114,1935.969657829234
5116,5199.080934517608
5121,5167.040764467301
5122,3669.51155597303
5124,1070.3735800475692
5132,3991.431478445365
5133,2364.941889744882
5138,2377.0934710770607
5143,3540.9200990425884
5153,1595.190348880475
5154,1771.3460763445798
5155,900.768584677141
5160,2828.278021634045
5169,3760.639654505004
5172,3358.268085235168
5173,3396.589770500594
5179,939.945127006373
5182,4125.0141553656285
5187,1509.499955285324
5192,3342.483913823687
5211,1313.2832887062075
5213,2608.4236713013734
5219,1161.819226212679
5225,2915.2122474209
5226,1233.3369328527351
5227,4652.375491714447
5228,1823.210950532178
5239,5072.495638883723
5241,1354.0737037125482
5244,2350.2060539501194
5248,3669.6410504818823
5260,1251.4665458476693
5266,1288.7105265420048
5273,2536.387508431513
5280,7239.449414473591
5298,4175.630507229962
5300,1043.0272922188817
5306,3803.2999494050314
5307,1259.6422311812828
5311,3666.553448529668
5316,1155.4712917121315
5323,770.9420942885724
5332,1920.0512545081958
5336,1707.101585711497
5338,1077.062348873402
5342,2887.8838259625863
5347,1103.9368229897566
5355,3677.9699873540685
5357,1990.0706045965628
5362,1732.9309502706003
5363,1502.7642250789474
5364,857.6727544770054
5366,2381.7368123595916
5374,4962.5009521294
5375,883.3429112883648
5379,2406.669629425455
5380,2215.2736131081306
5383,864.744474892177
5385,1381.6886357656108
5390,2047.3119482884288
5393,4901.017033017684
5398,2716.4802431350436
5411,2989.221021511018
5414,795.0992895531774
5429,1974.8748073221716
5432,10561.011909125336
5436,1515.29207181687
5437,5608.778616847691
5439,1060.2682476519383
5440,3070.1085231630436
5449,1592.8519626343946
5458,1250.037692792584
5460,932.518457798255
5462,2064.6463327951124
5463,2140.7295620732993
5465,3126.9696383942764
5467,3079.7308397760903
5475,2344.5197228505685
5483,1948.4612486184608
5485,1290.0582957351944
5489,1744.3292481924468
5493,2637.8942636126367
5497,748.7830329780606
5501,1319.1371612989008
5506,1522.0526824180165
5507,1695.818920364462
5510,3076.8174886668667
5524,4084.1879597523034
5531,1259.4372740109507
5542,3642.686858015783
5543,1755.6905083713923
5544,4087.806524919455
5552,1753.0524823486558
5560,2095.4542769659824
5563,5325.758555102066
5573,2785.1306446135873
5579,1000.4598621341555
5584,3050.6598533155066
5585,8489.831015860154
5594,1888.4810902771958
5595,2144.1626472506273
5597,2100.04418026089
5598,1483.367521701859
5604,1859.269552448726
5606,1399.3006472219315
5610,1214.4169705303107
5615,3815.2818107682597
5631,1284.4095768302766
5637,1916.2664508357884
5646,1761.6318948760027
5656,3072.0071605907206
5658,9068.329463659056
5666,1681.059931809024
5668,3151.2708799081374
5673,1228.410667524899
5680,1263.710938577983
5691,2880.129993537763
5692,7808.134666594916
5693,2252.921333856757
5697,2933.223941473436
5698,2015.1635224595263
5700,1805.7017140684814
5704,1884.3615140945858
5705,2190.007841900799
5707,1204.727374076817
5710,1379.6903516502439
5716,943.2594567711714
5720,1379.4241529993515
5722,4351.814493706276
5727,1887.0675015628403
5733,1459.065879097589
5737,2715.51133669721
5742,3342.008386728877
5747,844.5150084954564
5760,4310.154460439893
5774,1692.6871541919309
5788,4976.304014515697
5796,1767.5593939023886
5797,1580.3285984593515
5800,2569.58260672556
5812,1567.51080070914
5814,1061.7433062954622
5818,1325.8495855073875
5819,3408.2838434890205
5823,5052.092979858408
